District,SS,Toponym,Chrononym,Def,Context,Year,Comment,Latitude,Longitude,DISS
Меж,Георгиевский,Георгиевское,ФРОЛЫ,"день свв. Фрола и Лавра, 31 августа, праздновавшийся в д. Суховское Георгиевского с/с","На ФролАх пироги из ржи пекли, налИвники, преженцЫ.",2023 лето,,,,
Окт,Луптюгский,Луптюг,ФРОЛЫ,31 августа,"До ФролОв сей, а после ФролОв не вырастЕт.",2011 авг.,ФРОЛы-ЛаВРЫ,,,
Окт,Луптюгский,Луптюг,ФРОЛЫ,31 августа,"До ФролОв сей, а после ФролОв не вырастЕт.",2011 авг.,ФРОЛы-ЛаВРЫ,,,
Ней,Тотомицкий,Тотомица,ФРОЛЫ,"праздник, отмечавшийся 31 августа в б. д. Дьяково Тотомицкого с/с",,2006 авг.,,,,
Кадый,Екатеринкинский,Екатеринкино,ФРОЛЫ,праздник 31 августа в д. Ново-Марьино Екатеринкинского с/с,В Ново-Марьине будет праздник ‒ Фролы называется.,2004 авг.,,,,
Кадый,Столпинский,Столпино,ФРОЛЫ,праздник в д. Столпино,,2004 авг.,,,,
Ней,Тотомицкий,Тотомица,ФРОЛЫ,"праздник, отмечавшийся 31 августа в б. д. Дьяково Тотомицкого с/с",,2006 авг.,,,,
Мак,Вознесенский,Соловатово,ФРОЛЫ,престольный праздник дд. Гребенец и Соловатово 31 августа,,2004 авг.,,,,
Мак,Тимошинский,Тимошино,ФРОЛЫ,"31.09., Фролов день, престольный праздник в б. д. Акатиха Тимошинского с/с",,2023 лето,,,,
Кадый,Котловский,Котлово,ФРОЛЫ,"праздник, отмечаемый 31 августа в д. Котлово","Коровы издыхали, дак часовню построили, назвали ФролЫ.",2004 авг.,,,,
Мак,Красногорский,Быстрово,ФРОЛЫ,престольный праздник в дд. Новосёлки и Быстрово Красногорского с/с (31 августа),в НовосЁлках праздник ФролЫ,2022 лето,,,,
Шар,Заболотский,Балаболиха,ФРОЛЫ,"престольный праздник, отмечавшийся в ряде деревень Заболотского с/с","""ФролЫ 31-го августа. Тут уж Дубовка, Ершиха, Малиниха и Балаболиха. К им гулять ходили. // ФролЫ ‒ это лошадиный праздник. Лошадей купали дак.""",2014 авг.,,,,
Шар,Заболотский,Балаболиха,ФРОЛЫ,"престольный праздник в д. Балаболиха, отмечаемый 2-го сентября","В Балаболихе ФролЫ был праздник, а где-то Петры.",2014 авг.,,,,
Шар,Заболотский,Балаболиха,ФРОЛЫ,праздник 31 августа,"""ПетрЫ ‒ оне 12 июня, а потом идёшь ко мне [= в д. Заводь], СпАсы отгАщивать, а потом на ФролЫ. ГостИлися. Наш завОдской [относящийся к д. Заводь] был праздник СпАсы, 14-го августа, после них ‒ ФролЫ, 31 августа.""",2014 авг.,,,,
С-Гал,Куземинский,Бородавицино,ФРОЛЫ,"престольный праздник, празднуемый 31 сентября (в б. д. Шиханово Куземинского с/с)",ФролЫ-голЫ ‒ потому что дорАнче убирают с полей.,2003 июль,,,,
Кадый,Селищенский,Селище,ФРОЛЫ,"церковный праздник, отмечаемый в б. д. Селище 31 августа",,2004 авг.,,,,
Кадый,Паньковский,Льгово,ФРОЛЫ,"праздник, отмечаемый 31 августа в д. Льгово","На ФролЫ, на годовОй-то прАздник, вся дерЕвня гулЯт.",2004 авг.,,,,
Кадый,Селищенский,Селище,ФРОЛЫ,престольный праздник д. Селище (31 августа),,2004 авг.,,,,
Меж,Георгиевский,Суховская,ФРОЛЫ,"31 августа, день свмч Флора и Лавра, престольный праздник в д. Суховская",В Суховской была ФролЫ.,2023 лето,,,,
Парф,Задоринский,Марфино,ФРОЛЫ,праздник мучеников Флора и Лавра (31 августа),В МАрфине ФролЫ праздновали 31 августа и в РАменье тоже.,2006 авг.,,,,
Мак,Вознесенский,Сокорново,ФРОЛЫ,"праздник св. Фрола и Лавра, отмечаемый 31 августа по н.ст.","ФролЫ были в сентябре, нет, тридцать первого августа.",2022 лето,,,,
Мак,Вознесенский,Татариново,ФРОЛЫ,престольный праздник в д. Соловатово Вознесенского с/с,,2004 авг.,,,,
Мак,Красногорский,Быстрово,ФРОЛЫ,праздник в д. Новосёлки Красногорского с/с,,2022 лето,,,,
Мак,Нижне-Нейский,Березники,ФРОЛЫ,"годовой праздник в д. Березники, 31.08",,2022 лето,,,,
Вохом,Заветлужский,Левинцы,ФРОЛЫ,осенний праздник,"Всегда рожь до ФролОв сеяли, а после уж плохо росла. // ФролЫ-голЫ в сентябре.",2012 лето,ФРОЛы-ГОЛы,,,
Пав,Крутогорский,Шайменский,ФРОЛЫ,"день св. Фрола и Лавра, престольный праздник в пос. Шайменский, 30 сентября",,2009 авг.,,,,
Мант,Медведицкий,Старая Шолешка,ФРОЛЫ,31 августа,"Фролы за рекой гуляли, в Шолешке. Фролы голы, говорили.",2023 лето,,,,
Окт,Луптюгский,Афонино,ФРОЛЫ,31 августа,,2011 авг.,,,,
Ост,Островский,Парфеново,ФРОЛЫ,"31 августа, Фрол и Лавёр ‒ лошадники, престольный праздник в д. Парфеново","У нас здесь, в Парфеньево, отмечаются ФролЫ, ФрОлов дЕнь.",2023 лето,,,,
Ост,Хомутовский,Борок,ФРОЛЫ,"праздник, отмечаемый 31 августа в д. Якуниха Хомутовского с/с",,2022 лето,,,,
Ост,Хомутовский,Кузьминка,ФРОЛЫ,"праздник, отмечаемый 31 августа в д. Якуниха Хомутовского с/с",,2022 лето,,,,
Мак,Нижне-Нейский,Селезнево,ФРОЛЫ,31 августа,"У нас были праздники Шестое Воскресенье и Фролы, родня приходила, гуляли.",2022 лето,,,,
Мак,Вознесенский,Инково,ФРОЛЫ,церковный праздник 31 августа,После Перебраженьева дня шли Фролы.,2004 авг.,,,,
Мак,Тимошинский,Холобурдиха,ФРОЛЫ,"престольный праздник в д. Акатиха Тимошинского с/с, 31 августа",,2022 лето,,,,
Парф,Задоринский,Задорино,ФРОЛЫ,праздник 1 сентября в д. Задорино,"В МатвЕево на ИльЮ гулЯли, на ФролЫ ‒ в ЗадОрино, на КазАнскую ‒ в ТчАнниково ‒ 5 ноябрЯ, а в ЕкИмово и БУдино ‒ на ИвАнов День ‒ 7 иЮля.",2006 авг.,,,,
Парф,Задоринский,Задорино,ФРОЛЫ,"праздник, отмечают 31 августа",В честь какого-то ФролА пьют.,2006 авг.,,,,
Мак,Шемятинский,Федоровское,ФРОЛЫ,"праздник, отмечаемый в д. Никулино Шемятинского с/с 31 августа","ФролЫ были 31 августа, здесь тоже отмечали. ФролЫ-голЫ ‒ надо было убрать рожь да чего ко ФролАм.",2021 ноябрь,,,,
Мак,Шемятинский,Никулино,ФРОЛЫ,"праздник, отмечаемый 31 августа в д. Никулино","Вот Владимирская была шестого июля, потом тридцать первого августа, это тоже наш никулинский праздник ‒ ФролЫ, и ПаросковЕя десятого ноября.",2021 ноябрь,,,,
Мак,Усть-Нейский,Рокульское,ФРОЛЫ,31 августа,Орешник был у нас в лесу. Ко Фролам корзинку нашшиплешь.,2023 лето,,,,
Парф,Задоринский,Марфино,ФРОЛЫ,"праздник мученников Фрола и Лавра, отмечается 31 августа","И в РАменье, и в селе ФролЫ отмечают 31 августа.",2006 авг.,,,,
Ост,Хомутовский,Кузьминка,ФРОЛЫ,"праздник, отмечаемый в д. Якуниха Хомутовского с/с 31 августа",,2023 лето,ФРОЛы И ЛаВРЫ,,,
Парф,Задоринский,Николо-Полома,ФРОЛЫ,праздник 1 сентября в д. Задорино Задоринского с/с,"Один день у нас праздновали, а потом ‒ на 1 сентябрЯ ‒ на ФролЫ ‒ шли в ЗадОрино.",2006 авг.,,,,
Шар,Заболотский,Заболотье,ФРОЛЫ,"престольный праздник д. Дубовка Заболотского с/с, день святого Фрола","У каждой деревни был свой престольный праздник. в ФАдихе, СысОихе и КазАнке ‒ ИльИ, в БалАболихе и ДубОвке ‒ ФролЫ, в ЗАболотье ‒ ПетрЫ, а в ЗАводи ‒ Спас.",2014 авг.,,,,
Парф,Ширский,Николо-Ширь,ФРОЛЫ,"праздник, отмечаемый 31 августа, день святого Фрола",ПосЕешь рожь на ФролЫ ‒ не бУдет.,2006 авг.,ФРОЛуХИ-БЕЛОГОЛуХИ,,,
Шар,Одоевский,Якутино,ФРОЛЫ,"день святых Фрола и Лавра, празднуемый 31 августа","ФролЫ тоже в какой-то деревне у нас праздновали, не помню в какой.",2012 лето,,,,
Вохом,Хорошевский,Зауполовница,ФРОЛЫ,праздник 31 августа и 1 сентября,"ПЕрвый день во ФролЫ гулЯли в ЗауполОвнице (д.), а вторОй ‒ в ЕршОве.",2012 лето,,,,
Шар,Одоевский,Одоевское,ФРОЛЫ,"день святых Флора и Лавра, празднуемый 31 августа","На ФролЫ бражки поварим, потом пели, в гости ходили друг к другу, были пляски, весельство.",2012 лето,,,,
Шар,Троицкий,Троицкое,ФРОЛЫ,"праздник св. Фрола и Лавра, 31 августа по н. ст., престольный праздник в дд. Варзино и Нелюбиха Троицкого с/с",У нас в Варзине и в Нелюбихе ФролЫ были тридцать первого августа.,2012 лето,,,,
Парф,Задоринский,Николо-Полома,ФРОЛЫ,праздник 31 августа Святых Фрола и Лавра,31 августа ФролЫ в селе празднуют.,2006 авг.,,,,
Буй,Воскресенский,Игумново,ФРОЛЫ,"праздник, отмечавшийся 31-го августа в д. Толстиково Воскресенского с/с",Тридцать первого августа ФролЫ в Толстиково.,2018 лето,,,,
Парф,Потрусовский,Потрусово,ФРОЛЫ,престольный праздник д. Дьяково Потрусовского с/с (31 августа),,2006 авг.,,,,
Шар,Троицкий,Троицкое,ФРОЛЫ,"день свв. Флора и Лавра, 31 августа",,2012 лето,,,,
Парф,Аносовский,Холм,ФРОЛЫ,праздник 31 августа в д. Холм Аносовского с/с,"На ФролЫ ‒ на 31 Августа ‒ все к ХолмУ приходили, как на праздник.",2006 авг.,,,,
Шар,Шангский,Барановка,ФРОЛЫ,"Праздник Фролов День, 31 августа в дд. Шангского с/с","В БарАновке, ВысОковке ‒ ФролЫ, ФролОв ДЕнь, тридцать первого августа. ФролЫ голЫ.",2013 лето,,,,
Парф,Аносовский,Марьино,ФРОЛЫ ГОЛЫ,"церковный праздник, отмечаемый 31 августа","Сначала еще ФролОв день, ФролЫ ГолЫ ‒ 31 августа. Надо вот сейчас с 14 по 31 августа надо посеять рожь. После 31-го это уже поздно. Уже, значит, рожь будет плохая.",2006 авг.,ФРОЛоВ ДеНЬ,,,
Парф,Аносовский,Гашёво,ФРОЛЫ ГОЛЫ,Фролов день,Озимую нужно сеять на Фролов день. ФролЫ ГолЫ.,2006 авг.,,,,
Меж,Георгиевский,Черемисская,ФРОЛЫ ГОЛЫ,"праздник в конце августа, связанный с уборкой урожая","Говорили ""ФролЫ голЫ"" ‒ когда поля убраны и голы в конце августа. ФролЫ голЫ ‒ то есть весь урожай убран",2023 лето,,,,
Меж,Георгиевский,Георгиевское,ФРОЛЫ ГОЛЫ,"праздник, отмечавшийся 31 августа","Фролы Голы, Фроловская, когда уже все убрано, когда поля голы. Фроловская была в конце августа.",2023 лето,ФРОЛоВСКАЯ,,,
Мак,Усть-Нейский,Якимово,ФРОЛЫ И ЛАВРЫ,1 сентября,К ФролАм и ЛАврам заканчивают посев ржи.,2022 лето,,,,
Мак,Усть-Нейский,Заречье,ФРОЛЫ И ЛАВРЫ,30 августа,"Во ФролЫ и ЛаврЫ за скотинку молятся, по погоде убирают её.",2022 лето,,,,
Ост,Хомутовский,Кузьминка,ФРОЛЫ И ЛАВРЫ,"праздник, отмечаемый в д. Якуниха Хомутовского с/с 31 августа",,2023 лето,ФРОЛы,,,
Нерех,Федоровский,Холомеево,ФРОЛЫ И ЛАВРЫ,31 августа,"В нашей деревне, в Холомееве, Николу Летнюю отмечали и Фролов день, Фролы и Лавры.",2019 лето,,,,
Мак,Тимошинский,Тимошино,ФРОЛЫ И ЛАВРЫ,"праздник, отмечавшийся 30 августа","В Нежитине есть ФролЫ и в Ефине…Ещё-то ФролЫ и ЛаврЫ отмечают в Тимошине, гоняют лошадей, купают, иногда наряжают",2022 лето,,,,
Мак,Усть-Нейский,Заречье,ФРОЛЫ И ЛАВРЫ,30 августа,"Фролы и Лавры были, о скоте молились, чтоб коровка телилась, лошадка жеребилась.",2022 лето,,,,
Мак,Княжевский,Макарьев,ФРОЛЫ И ЛАВРЫ,31 августа,"Фролы и Лавры были в Красногорье, Тимошино, в Княжевском. Звали ещё Конный праздник. Лошадей кормят в полную сыть, на них не работают, а то падёж будет. Купали лошадей, в хвост и гриву ленты завивали, святой водичкой кропили. Пекли в печи особенные колобушки, на них копыто. Несли их в церковь, отдавали попу. Примета была: смотрели полынные корешки. Если побег толстой, то следуюшший год будет урожайный.",2022 лето,,,,
Мак,Красногорский,Новоселки,ФРОЛЫ И ЛАВРЫ,"31 августа, престольный праздник в д. Новосёлки","Здесь у нас ИльИнская, а в НовосЁлках ‒ ФролЫ и ЛАвры",2022 лето,,,,
Буй,Воскресенский,Воскресенье,ФРОЛЫ И ЛАВРЫ,"праздник, отмечаемый 31 августа в с. Воскресенье","Здесь, в Воскресенье ФролЫ и ЛАвры праздновали, по церкви отмечали",2018 лето,ср. церковь ФРОЛы И ЛаВРЫ.,,,
Кадый,Чернышевский,Починок,ФРОЛЫ И ЛАВРЫ,"праздник, отмечаемый 31 августа в д. Лагодки Чернышевского с/с",,2004 авг.,,,,
Мак,Красногорский,Домань,ФРОЛЫ И ЛАВРЫ,"31 августа, престольный праздник в д. Домань","Нас мало, но мы все христианские праздники справляем и наш престольный праздник ‒ ФрОлы и ЛАвры",2022 лето,,,,
С-Гал,Куземинский,Куземино,ФРОЛЫ И ЛАВРЫ,"престольный праздник, отмечавшийся 31 августа",,2003 июль,,,,
Мак,Усть-Нейский,Рокульское,ФРОЛЫ И ЛАВРЫ,31 августа ‒ 2 сентября,Фролы и Лавры в Рокульском у бабушки был престол. Кончали урожай убирать.,2022 лето,,,,
Кадый,Завражный,Прозорово,ФРОЛЫ И ЛАВРЫ,"праздник, отмечаемый 1 сентября в д. Прозорово",ПЕрвого сентябрЯ ФролЫ и ЛАвры. В шкОлу пойдУт.,2004 авг.,,,,
Мак,Вознесенский,Соловатово,ФРОЛЫ И ПАВЕЛ,престольный праздник в д. Соловатово (31 августа),,2004 авг.,,,,
Парф,Потрусовский,Потрусово,ФРОЛЫ ГОЛЫ,"праздник, отмечаемый 31 августа в д. Курьяново Потрусовского с/с","ФролЫ-голЫ под осень, так уж всё убрали на зиму, с полей всё убрали.",2006 авг.,,,,
Парф,Потрусовский,Потрусово,ФРОЛЫ ГОЛЫ,"праздник, отмечаемый 31 августа в д. Дьяково Потрусовского с/с",,2006 авг.,,,,
Парф,Ширский,Никулино,ФРОЛЫ ГОЛЫ,"праздник, отмечаемый в д. Никулино 31 августа","С 14 августа начинали сеять рожь. На ФролЫ-голЫ кончали. Если уже после посеешь, то голое будет, рожь не уродится.",2006 авг.,,,,
Вохом,Заветлужский,Левинцы,ФРОЛЫ ГОЛЫ,осенний праздник,"ВсегдА рожь до ФролОв сЕяли, а пОсле уж плОхо рослА. // ФролЫ-голЫ в сентябре.",2012 лето,,,,
Парф,Ширский,Николо-Ширь,ФРОЛЫ ГОЛЫ,"день Фрола и Лавра, 31 августа","ФролЫ-голЫ ‒ Это будет тридцать пЕрвого августа, если на это не посЕешь рожь, то бУдут ФролЫ-голЫ, пОздно знАчит.",2006 авг.,,,,
Парф,Аносовский,Аносово,ФРОЛЫ ГОЛЫ,праздник в д. Аносово (31 августа),ФролЫ-голЫ ‒ знАчит закАнчивается убОрка.,2006 авг.,,,,
Окт,Луптюгский,Луптюг,ФРОЛЫ-ЛАВРЫ,31 августа,ФролЫ-ЛАвры ‒ послЕдний лЕтний день.,2011 авг.,,,,
Шар,Заболотский,Казанка,ХЛЕБНЫЙ СПАС,праздник 29-го августа,"В Спас его освящал батюшка, только не знаю, в который Спас ‒ Яблочный или Хлебный. Три Спаса-то есть: Яблочный, ХлЕбный и МедОвый. 14-го МедОвый, 19-го Яблочный и ХлЕбный 29-го августа.",2014 авг.,,,,
Нерех,Татарский,Татарское,ХЛЕБНЫЙ СПАС,"праздник, отмечаемый 29 августа","У нас отмечали Медовый спас, Яблочный, Ореховый и Хлебный.",2019 лето,,,,
Кадый,Паньковский,Паньково,ХЛЕБНЫЙ СПАС,"праздник, отмечаемый в д. Паньково 29 августа","СоберУт, закромА, всё это смЕлют, из свЕжей мукИ, свЕжего урожАя, хлеб пекУт.",2004 авг.,ТРеТИЙ СПаС,,,
Шар,Катунинский,Катунино,ХЛЕБНЫЙ СПАС,"праздник, отмечаемый 29 августа","Четырнадцатого МедОвый Спас, девятнадцатого ‒ Яблочный Спас, двадцать девятого ‒ ХлЕбный Спас ‒ хлебА убирали.",2014 авг.,,,,
Кадый,Чернышевский,Починок,ХЛЕБНЫЙ СПАС,праздник 28 августа,"ЖАтва идЕт, хлеб святИли, освятЯт и всех одЕлят.",2004 авг.,УСПеНЬЕ,,,
Кадый,Лубянский,Хороброво,ХОРОБРОВСКАЯ,"праздник в б.д. Хороброво ?  (пр.б. р. Нёмда > Горьковское вдхр) и б.д. Починки (л.б. р. Нёмда), напротив б.д. Хороброво","Праздник был в Хороброском и напротив в Починах, друг к другу ездили.",2022 лето,,,,
Кадый,Лубянский,Добрянки,ХОРОБРОВСКАЯ,праздник в дд. Добрянки и Хоробровская,"Коль ПокрОв в середИне недЕли, то ХоробрОвская через 2 дня, а Если в воскресЕнье, то через недЕлю отмечАй.",2004 авг.,,,,
Кадый,Лубянский,Хороброво,ХОРОБРОВСКАЯ,"праздник в д. Хороброва, празднуется в первое воскресенье после Покрова",,2004 авг.,,,,
Кадый,Чернышевский,Поломы,ХОРОБРОВСКАЯ,праздник в д. Хороброво,ПрАзднуют через недЕлю после ПокрОва дня.,2004 авг.,,,,
Кадый,Столпинский,Столпино,ХОРОБРОВСКАЯ,"праздник, отмечаемый в с. Столпино в первое воскресенье после Покрова","ХоробрОвская не в чИслах, если ПокрОв в суббОту, то ХоробрОвская в воскресЕнье, если ПокрОв в воскресЕнье, то наш в слЕдушшее.",2004 авг.,,,,
Кадый,Чернышевский,Починок,ХОРОБРОВСКАЯ,"праздник, отмечаемый в д. Никиткино в 1-е воскресенье после Покрова",,2004 авг.,,,,
Кадый,Лубянский,Хороброво,ХОРОБРОСКА,"церковный праздник в дд. Самылово, Починки, Угорново",ХоробрОска тОлько в 3х деревнЯх справлЯлась.,2004 авг.,,,,
Мак,Усть-Нейский,Малое Ивакино,ХРИСТОВ ДЕНЬ,Пасха,"""Раньше ходили по деревне с крестАми: КрЕстик-крЕстик, Половина говИнья треснет, А другая-то останется, До Христова дня протянется. Подайте крест, подайте другой, не облейте водой. Кто не даст крестА ‒ не видать Христа.""",2022 лето,,,,
Пав,Петропавловский,Первая Грязучая,ХРИСТОВ ДЕНЬ,праздник Пасха,"В ХристОв день ходИли и говорИли ""ХристОс воскрЕсе!""",2009 авг.,,,,
Нерех,Федоровский,Федоровское,ХРИСТОВ ДЕНЬ,пасха,Яички катали в ХристОв дЕнь.,2019 лето,,,,
Пав,Петропавловский,Первая Грязучая,ХРИСТОВ ДЕНЬ,праздник Пасха,КозлЫ вЕшали ко ХристОву дни.,2009 авг.,,,,
Окт,Луптюгский,Афонино,ХРИСТОВ ДЕНЬ,Пасха,,2011 авг.,< б. д. Аристовцы Новинский с/с,,,
Окт,Луптюгский,Черепаново,ХРИСТОВ ДЕНЬ,Пасха,"""ЧивилИк-чивилИк, ЖаворОнки летЯт, На окОшке сидЯт, ХвостАми шевелЯт. ПоловИна-то ГовИнья перелОмится, ХристОв день поподвИнется…""",2011 авг.,,,,
Кадый,Завражный,Завражье,ХРИСТОВ ДЕНЬ,Пасха,"БАшки дЕлали, Это вот до ХристОва Дня, ешшО до ВЕрбного воскресЕнья такАя недЕля былА, что Эти бАшки пеклИ.",2004 авг.,,,,
Нерех,Татарский,Татарское,ХРИСТОВ ДЕНЬ,Пасха,В Христов день яйца святили и на божницу ложили.,2019 лето,,,,
Нерех,Татарский,Татарское,ХРИСТОВ ДЕНЬ,Пасха,"Мама говорила, в Христов день солнце радуется. Разным цветам оно.",2019 лето,,,,
Мак,Усть-Нейский,Киселиха,ХРИСТОВ ДЕНЬ,Пасха,,2022 лето,,,,
Окт,Покровский,Даровая,ХРИСТОВ ДЕНЬ,Пасха,"УбралАся мАня в ХрИстов день, кОнчики-те отдалА. В ХрИстов день безгрЕшные умирАют.",2011 авг.,,,,
Вохом,Лапшинский,Громово,ХРИСТОВ ДЕНЬ,Пасха,ГовИнье ломАли в ХристОв день.,2011 февраль,,,,
Пав,Крутогорский,Шайменский,ХРИСТОВ ДЕНЬ,праздник Пасха,ХристОв день сАмый хорОший.,2009 авг.,,,,
Вохом,Тихоновский,Тихон,ХРИСТОВ ДЕНЬ,Пасха,И во ХристОв дЕнь ‒ это Пасха ‒ тоже яйца катали.,2011 авг.,,,,
Окт,Сивцевский,Сивцево,ХРИСТОВ ДЕНЬ,Пасха,"ПАска глАвный прАздник, ХристОв день, не числовАя, дак не знАно (когда).",2011 февраль,,,,
Пав,Доброумовский,Доброумово,ХРИСТОВ ДЕНЬ,Gасха,"На ХристОв день яИчки покрАсят, на божЁночку полОжат, полОжено крАсным ‒ это ИисУса кровь, а на зАвтра яИчки даЮт, христОсуются.",2009 авг.,,,,
Мак,Юровский,Большие Рымы,ХРИСТОВ ДЕНЬ,Пасха,"В пожар яицо через дом бросают от Христова дня. Сохраняли яица от Христова дня, у икон лежали.",2023 лето,,,,
Ост,Хомутовский,Борок,ХРИСТОВ ДЕНЬ,Пасха,"После поста СтрашнАя недЕля и ХристОв дЕнь. А до СтрашнОй недЕли ВЕрбная недЕля, ходили за вербочкой.",2022 лето,ПаСКА,,,
Пав,Петропавловский,Большая Берёзовка,ХРИСТОВ ДЕНЬ,Gасха,ХристОв день всегдА воскресЕнье.,2009 авг.,,,,
Окт,Покровский,Даровая,ХРИСТОВ ДЕНЬ,Пасха,На ХристОв День послЕдняя недЕля.,2011 февраль,,,,
Мак,Юровский,Большие Рымы,ХРИСТОВ ДЕНЬ,Пасха,"Пожар был в 96 году. на Егория. Посадили одни усад ‒ и забыли газ-от выключить. Сгорело 24 дома. Так-то яицё от Христова дня в пожар кидаешь. Но тогда было не до яиця. Кони на домах горели через дом уже. Две бабы разделись, взяли ""Неопалимое купино"" и пошли по деревне нагишныё.",2023 лето,,,,
Пав,Петропавловский,Петропавловское,ХРИСТОВ ДЕНЬ,Пасха,"ЯИчки кладУт к икОне ко ХристОву дню, когдА длИнное говИнье.",2009 авг.,,,,
Вохом,Малораменский,Малое Раменье,ХРИСТОВ ДЕНЬ,Пасха,ХристОв День тоже начинается после поста.,2012 лето,,,,
Окт,Власовский,Веденьё,ХРИСТОВ ДЕНЬ,Пасха,"""ЧивилИ-чивилИ, ЖаворОнки летЯт, На окОшке сидЯт, ХвостАм шевелЯт. ПоловИна-то ГовИнья перелОмится, ХристОв день подвИнется…""",2011 авг.,,,,
Кадый,Низкусьинский,Низкусь,ХРИСТОВ ДЕНЬ,"праздник Пасха, престольный праздник в д. Жирки","В ХристОв День в цЕрковь ходИли, в ЖиркАх у нас отмечАли.",2004 авг.,,,,
Окт,Покровский,Катушенки,ХРИСТОВ ДЕНЬ,Пасха,"... ПоловИна-то ГовИнья перелОмится, ХристОв-от день подвИнется…",2011 февраль,< б. д. Бережок,,,
Шар,Конёвский,Подолиха,ХРИСТОВ ДЕНЬ,Пасха,"ХристОв день ‒ ничегО нельзЯ, сАмый большОй прАздник.",2012 лето,,,,
Меж,Никольский,Фадеиха,ХРИСТОВ ДЕНЬ,Пасха,"""Верба-верба, Кстися-молися, Семь дён до Христова дня…"", ‒ скличем в Вербное воскресенье. Ходили скликивали, дома обходили, вербой хлестали, чтоб спина не болела.",2023 лето,,,,
Меж,Никольский,Хорошая,ХРИСТОВ ДЕНЬ,Пасха,"Верба-верба, / КстИся-молИся, / На красные яйца, / На преснОе молоко, / Семь деньков до ХристОва дня, / Верба-хлёс, бей до слёз, / Верба белА, бей до зелА.",2023 лето,,,,
Вохом,Тихоновский,Малое Сокерино,ХРИСТОВ ДЕНЬ,Пасха,"Яйца варили на ПАску, на ХристОв день.",2011 авг.,ПаСКА,,,
Шар,Шангский,Осипово,ХРИСТОВ ДЕНЬ,Праздник Пасха,Начиная если с ПАски ‒ ХристОв ДЕнь прошёл.,2013 лето,,,,
Вохом,Согорский,Согра,ХРИСТОВ ДЕНЬ,Пасха,"Я родилась на ХриистОв ДЕнь, в ПАску.",2012 лето,,,,
Пыщ,Носковский,Носково1,ХРИСТОВ ДЕНЬ,Пасха,"Верба, ты, верба, кстИся, молися за семь дён до Христова дня",2015 лето,,,,
Мак,Юровский,Юрово,ХРИСТОВ ДЕНЬ,Пасха,СтрАшна недЕля перед ХристОвым днём,2022 лето,,,,
Мак,Юровский,Юрово,ХРИСТОВ ДЕНЬ,Пасха,"На ХристОв день вОна ведь како моленнё-то было, круг избы-то обходили, всё было.",2023 лето,,,,
Мак,Усть-Нейский,Власово,ХРИСТОВ ДЕНЬ,Пасха,"""крЕстики пекли: КрЕстик-крЕстик, ГовИнье трЕснет, С неба-коробьЯ ПовалИтся добрА, Три недИли с половиной До ХристОва дня. Новые сапожки С неба упадут, Старые старушки По крЕстику дадут.""",2022 лето,,,,
Вохом,Петрецовский,Кашино,ХРИСТОВ ДЕНЬ,Пасха,"Перед ПАской ХристОвой благовестЯт цЕркви ХристОв день. Все прАзднуют, ""ХристОс воскрЕсе"", ""ВоИстину воскрЕсе"", христУются.",2012 лето,,,,
Меж,Петушихский,Барановица,ХРИСТОВ ДЕНЬ,Пасха,"Вербохлёст в Вербное воскресенье: ""Верба-верба, Кстися-молися, За семь дней до Христова дня, До краснЫх яиц, До преснОго молока И до свежего!"" Кто раньше проснётся ‒ хлестали тех, кто долго спит. Так отдубачат вербой-то!",2023 лето,,,,
Меж,Георгиевский,Черемисская,ХРИСТОВ ДЕНЬ,Пасха,"«Верба-верба, Кстися, молися, за семь дён до Христова дня, до пресного молока и до каднего!» (приговор в Вербное воскресенье)",2023 лето,,,,
Парф,Ширский,Николо-Ширь,ХРИСТОВ ДЕНЬ,Пасха,"Это пятидесЯтница знАчит (Троица), пятьдесЯт дней прошлО от ХристОва дня до ТрОицы. // А Яйца катАли ‒ Это в ХристОв день.",2006 авг.,,,,
Окт,Власовский,Малая Стрелка,ХРИСТОВ ДЕНЬ,Пасха,КачУлю ко ХристОву дню повЕсят дОма к полАтному брУсу.,2011 авг.,,,,
Нерех,Владычневский,Спасс,ХРИСТОВ ДЕНЬ,Пасха,"В Христов-от день, бабушка говорила, солнце играет, солнце радуется. Как волнение у него.",2019 лето,,,,
Вохом,Петрецовский,Ключи,ХРИСТОВ ДЕНЬ,Пасха,"""ГовЕнья, переломИся, ХристОв день, подвИнься, ЧивилИ-чивилИ, жаворОнки летЯт, На окОшке сидЯт, ХвостОм шевелЯт, пошевЕливают.""",2012 лето,,,,
Нерех,Тетеринский,Макарово,ХРИСТОВ ДЕНЬ,Пасха,"В солёнке четверговую соль кладут на киёточку, яица кладут. До Христова дня они лежат. В Христов-от день на кладбишшо унесут.",2019 лето,,,,
Шар,Марутинский,Сергеево,ХРИСТОВ ДЕНЬ,Пасха,"""ПАска была праздник большой, ХристОв дЕнь ‒ когда его празднуют?Он всяко, ХристОв дЕнь бывает. Сей год 20 апреля был. // Половина говИнья перехрЯпится, ХристОв-от дЕнь подвинется.""",2014 авг.,,,,
